Id,Sales
161,3310.618
162,4421.7363
163,8654.395
164,8684.584
165,6229.037
166,6979.61
167,4828.898
168,5602.9106
169,3325.3203
170,5024.681
171,5983.099
172,7353.8667
173,6890.6353
174,7575.794
175,7982.5093
176,9343.754
177,7436.5264
178,5069.859
179,9316.436
180,10525.907
181,5955.9907
182,7592.0615
183,5546.7207
184,6541.579
185,4200.7524
186,7023.271
187,5340.7334
188,8937.922
189,7045.1157
190,8326.044
191,7566.8965
192,5491.3667
193,8739.534
194,18754.457
195,10272.838
196,5480.5977
197,2955.5967
198,5948.5415
199,8360.444
200,5550.6055
201,12877.99
202,18194.637
203,4054.201
204,5217.963
205,9084.268
206,4909.971
207,8744.294
208,6731.2803
209,7485.5938
210,4892.1035
211,6169.293
212,6144.839
213,7217.715
214,9655.322
215,6346.4087
216,5851.2275
217,6817.456
218,4909.3716
219,5016.1187
220,7609.8457
221,5894.124
222,5667.8105
223,7099.2554
224,6164.1934
225,5672.6343
226,7150.843
227,7011.2227
228,8553.508
229,6552.932
230,7536.8677
231,5629.8296
232,3790.4822
233,6253.874
234,6911.541
235,6183.9927
236,4432.8135
237,8505.095
238,7229.338
239,8990.272
240,6906.019
241,5704.3105
242,5352.6367
243,4377.111
244,9990.963
245,4949.8057
246,7384.5615
247,14906.425
248,7321.2812
249,8090.317
250,5487.9585
251,4508.0723
252,7174.522
253,3864.871
254,5490.0107
255,10342.344
256,5377.046
257,16199.616
258,13901.246
259,4818.4077
260,6772.2056
261,5930.023
262,6662.582
263,5602.9316
264,11087.788
265,8063.5
266,9599.53
267,4346.2935
268,7230.062
269,5232.6216
270,8544.84
271,6865.3325
272,6057.7334
273,6298.8687
274,6265.1104
275,8158.912
276,9634.395
277,5924.6177
278,9988.571
279,6437.1914
280,9434.063
281,5747.298
282,5224.1436
283,5302.6934
284,10257.683
285,6150.8555
286,7746.157
287,6379.126
288,8817.77
289,4441.6895
290,8312.665
291,6851.922
292,4072.64
293,13590.967
294,17622.965
295,6847.577
296,6846.225
297,9317.901
298,10422.482
299,11153.517
300,5516.761
301,7569.748
302,5578.6943
303,8353.717
304,4034.0098
305,5918.032
306,5405.2773
307,5707.435
308,7339.929
309,5269.2144
310,4844.247
311,7071.9385
312,3924.836
313,4610.72
314,6169.805
315,6373.354
316,9341.055
317,8503.003
318,7171.532
319,6362.2573
320,5965.9463
321,11642.381
322,7295.935
323,5328.603
324,4881.033
325,7532.0815
326,4372.1406
327,6991.5693
328,3569.771
329,5043.2495
330,7875.132
331,6207.3354
332,5465.495
333,8828.625
334,9848.077
335,11983.671
336,5718.715
337,9340.85
338,2947.0488
339,5135.7183
340,6369.793
341,4331.658
342,8114.962
343,5096.7505
344,4818.017
345,8603.778
346,11159.996
347,9324.079
348,5329.4106
349,4913.93
350,8119.313
351,7407.707
352,6095.3833
353,5370.0547
354,6781.0156
355,9958.028
356,4342.278
357,6227.8843
358,7663.871
359,8119.7544
360,13242.712
361,4958.78
362,13834.454
363,6691.9995
364,4961.188
365,3632.2546
366,6049.349
367,6319.8477
368,5834.9365
369,7001.5864
370,4978.932
371,4729.4443
372,7180.163
373,3324.223
374,7502.863
375,6874.165
376,7524.4917
377,8835.996
378,5470.1006
379,8892.065
380,6149.1777
381,5383.471
382,5740.691
383,4957.5024
384,10493.5205
385,6250.1113
386,5061.8135
387,7248.4355
388,8515.258
389,7093.8604
390,6131.771
391,8368.798
392,5375.6357
393,5963.1357
394,6101.8286
395,8794.026
396,6658.662
397,6179.4463
398,5581.1265
399,4962.016
400,3676.057
401,5497.6245
402,8473.525
403,8476.581
404,10264.22
405,11303.26
406,7873.907
407,5892.5557
408,5038.22
409,10443.927
410,10625.473
411,7654.6514
412,8577.87
413,7998.9717
414,5851.624
415,3810.7085
416,10152.0205
417,6897.843
418,6420.4146
419,6202.2275
420,3031.1416
421,11619.119
422,5881.4653
423,5352.8306
424,4867.425
425,5522.621
426,6370.5947
427,8255.586
428,6473.0195
429,5105.212
430,4938.463
431,4035.923
432,3133.068
433,6831.346
434,17193.459
435,4478.532
436,5667.599
437,6660.5166
438,5442.641
439,5267.325
440,4990.467
441,3897.5479
442,7168.646
443,6911.9697
444,4071.2998
445,8571.146
446,5748.4165
447,4568.443
448,8399.593
449,7752.2104
450,9114.27
451,5588.5522
452,6797.6714
453,4906.511
454,4907.897
455,14603.206
456,10270.644
457,6397.6133
458,5698.53
459,4924.2856
460,5849.135
461,5201.326
462,10894.281
463,4994.634
464,5522.6055
465,7107.4463
466,4567.8677
467,6565.5757
468,7527.794
469,7209.177
470,7211.4736
471,4125.374
472,5293.905
473,6879.6094
474,8898.429
475,8496.833
476,6850.8433
477,4530.709
478,7663.272
479,6074.7095
480,4528.2246
481,7289.306
482,7145.1704
483,6717.3564
484,6049.678
485,6091.1123
486,6419.0005
487,5575.747
488,6775.501
489,6426.609
490,6290.331
491,9268.584
492,6004.4126
493,4651.977
494,11573.761
495,6267.22
496,3447.6477
497,7625.5684
498,9097.386
499,10458.77
500,4977.289
501,5775.0103
502,5945.7397
503,7260.8145
504,5664.243
505,8569.839
506,3358.2737
507,5666.2534
508,6231.212
509,5480.5977
510,5204.1694
511,6822.042
512,8268.81
513,5811.647
514,8376.544
515,6976.7344
516,8597.479
517,4878.473
518,6468.2363
519,6603.831
520,8094.361
521,7716.425
522,5430.1494
523,8643.407
524,6838.2373
525,7541.65
526,3974.7239
527,3894.285
528,8121.6675
529,6242.872
530,8677.397
531,6898.2246
532,5711.465
533,8148.6694
534,6874.473
535,6949.7695
536,7874.1177
537,6309.53
538,8629.575
539,10705.641
540,7177.7456
541,5007.1655
542,5736.454
543,4234.6597
544,3226.2258
545,8169.5024
546,5395.1045
547,8376.719
548,4793.501
549,6342.336
550,5939.193
551,9088.202
552,5213.888
553,5082.521
554,5578.8276
555,7411.2334
556,5201.6836
557,6991.8965
558,7495.46
559,8700.917
560,7684.2114
561,6860.3184
562,5818.286
563,4699.3823
564,5072.757
565,10388.323
566,9367.838
567,6588.0713
568,14628.8
569,5890.943
570,5318.635
571,6045.2827
572,8522.847
573,10245.216
574,6896.8887
575,8198.907
576,7891.7417
577,9199.852
578,6849.236
579,5785.425
580,4722.2095
581,4826.453
582,4049.4624
583,5270.4663
584,8490.968
585,16112.572
586,6807.1313
587,5159.724
588,7184.7935
589,4606.8735
590,6174.185
591,4377.411
592,9087.378
593,6475.1494
594,6064.8096
595,13093.312
596,11528.812
597,5409.739
598,6989.383
599,3857.4458
600,5330.4937
601,5295.8438
602,8618.2
603,4795.6553
604,4553.4116
605,5824.916
606,5429.2847
607,6911.4224
608,7202.441
609,3454.6335
610,7059.8613
611,8141.8794
612,7676.857
613,4949.333
614,4465.888
615,8019.7812
616,4527.6113
617,9414.082
618,4644.9316
619,4977.289
620,6827.269
621,5797.794
622,4863.4053
623,5893.719
624,6891.3
625,9010.745
626,9436.043
627,5699.487
628,3826.7146
629,5770.7812
630,6194.7134
631,4786.6157
632,6563.8164
633,5930.4014
634,10927.55
635,7055.398
636,6295.163
637,7717.286
638,4663.622
639,8866.861
640,5866.0195
641,13353.114
642,6125.902
643,5374.723
644,5472.595
645,4087.0588
646,6981.594
647,18312.268
648,4219.334
649,4654.658
650,9949.768
651,6041.311
652,7246.9497
653,7808.669
654,6155.844
655,4980.096
656,4656.0215
657,9335.621
658,5859.1074
659,7072.9976
660,7352.78
661,4576.058
662,6967.7764
663,5816.0166
664,4008.742
665,8295.7
666,8312.927
667,4483.307
668,7588.71
669,6958.3325
670,4647.533
671,9188.232
672,6269.5938
673,7988.252
674,4613.5356
675,4921.0786
676,6084.161
677,4224.2915
678,7509.378
679,4119.9663
680,5985.662
681,4693.093
682,5940.6035
683,6082.0093
684,6772.3027
685,6939.2773
686,7939.843
687,5907.136
688,6795.3506
689,6247.8877
690,8307.379
691,9418.268
692,6585.6147
693,3515.7595
694,5851.657
695,7043.5977
696,4031.0942
697,11722.57
698,5540.122
699,6548.683
700,10368.002
701,6863.198
702,4442.253
703,11196.191
704,9591.193
705,5090.148
706,8692.191
707,9881.544
708,5931.035
709,5088.148
710,6584.478
711,5532.4595
712,5844.004
713,7017.204
714,4990.9478
715,5989.163
716,7259.88
717,6516.308
718,7822.765
719,5746.366
720,6332.434
721,4419.889
722,7751.767
723,6728.475
724,6033.341
725,6309.313
726,7108.7144
727,9139.366
728,5658.6597
729,5288.9834
730,6466.626
731,7087.6313
732,6215.903
733,4298.0767
734,4163.3374
735,7419.3174
736,7402.3604
737,5475.367
738,8187.2095
739,5865.275
740,6256.3022
741,5443.2646
742,3456.305
743,6790.2124
744,6168.2104
745,6526.4717
746,9206.312
747,8070.672
748,4783.1104
749,8713.066
750,4051.5605
751,3276.5845
752,7770.673
753,11640.049
754,8148.366
755,6878.1
756,4741.473
757,6401.874
758,8707.492
759,6141.376
760,8284.922
761,5047.5566
762,4525.0425
763,5320.73
764,5539.1284
765,5361.3896
766,5252.138
767,4948.9224
768,4189.9873
769,6485.0083
770,6884.2305
771,5521.1836
772,6053.0083
773,6817.339
774,5668.8267
775,5890.2295
776,8662.66
777,7210.9785
778,5744.0757
779,3746.3423
780,11299.606
781,6572.7065
782,5665.259
783,8483.383
784,7567.344
785,7354.1406
786,5689.894
787,7162.16
788,9243.266
789,13038.754
790,5096.561
791,4685.4263
792,5368.8716
793,6588.2534
794,5631.575
795,7265.3936
796,8853.594
797,5800.2163
798,4289.815
799,5800.62
800,8413.376
801,4797.929
802,7336.3457
803,3922.7173
804,7098.497
805,7846.9697
806,7243.7153
807,8620.313
808,6210.391
809,4443.7827
810,6414.6426
811,7161.1284
812,8436.333
813,7256.294
814,8104.79
815,6307.586
816,4415.8477
817,9334.08
818,4437.2603
819,9790.378
820,6270.395
821,4294.6753
822,6808.2153
823,6027.3247
824,7523.566
825,8084.485
826,4185.7964
827,4644.874
828,7699.4863
829,8396.212
830,9390.104
831,5168.3936
832,5983.139
833,6188.1997
834,6357.781
835,5859.8286
836,9542.414
837,8353.836
838,10882.048
839,4241.9453
840,5697.943
841,9760.97
842,8123.7983
843,5315.5713
844,10092.051
845,6279.271
846,5483.0713
847,5308.508
848,5024.7676
849,5120.74
850,6020.8716
851,4764.409
852,4834.1978
853,8778.707
854,6622.685
855,19230.678
856,6792.4478
857,4179.3486
858,8031.5083
859,8967.449
860,6807.8066
861,7437.03
862,5853.41
863,8146.82
864,8214.4375
865,5423.7876
866,5722.382
867,6624.9346
868,8403.824
869,7213.503
870,8227.595
871,5973.0977
872,4800.0806
873,5548.6045
874,10049.758
875,10254.591
876,10491.06
877,8146.579
878,4142.535
879,5533.6943
880,4481.5493
881,7824.743
882,11068.337
883,9311.833
884,5977.2188
885,5325.5435
886,4222.7964
887,5753.8525
888,11071.843
889,6397.0884
890,4971.5337
891,5503.942
892,8116.03
893,3640.9517
894,7714.6514
895,4258.3164
896,6555.8887
897,6692.8296
898,5370.7363
899,7571.756
900,7053.1846
901,5597.408
902,6911.7715
903,7069.5645
904,11055.528
905,5565.6196
906,8537.743
907,6963.624
908,8784.093
909,6537.306
910,9671.508
911,4788.7896
912,4770.102
913,6357.623
914,5542.9917
915,9025.695
916,7661.1377
917,5648.6616
918,7147.992
919,6873.6733
920,9827.041
921,3902.2427
922,14268.847
923,5023.4688
924,6133.871
925,8602.006
926,4836.85
927,6432.711
928,6254.6973
929,7469.6963
930,5545.4087
931,6108.246
932,7434.8174
933,7691.625
934,7435.5264
935,5396.149
936,7142.6016
937,11363.587
938,6334.126
939,4460.7876
940,6517.5327
941,5840.6885
942,5800.4375
943,7318.3564
944,3968.1206
945,8058.257
946,6237.444
947,7155.653
948,7405.3477
949,4350.354
950,5609.568
951,5450.772
952,8263.086
953,8809.355
954,5079.0654
955,4802.4854
956,7172.7427
957,5799.4805
958,6598.561
959,7638.788
960,6614.2764
961,7632.081
962,5709.6836
963,4539.824
964,6832.63
965,7686.1177
966,8153.8477
967,8389.112
968,8254.8
969,5829.146
970,8714.255
971,6172.919
972,7439.662
973,8835.12
974,6434.356
975,10306.44
976,7865.711
977,7562.4956
978,5687.1704
979,7198.011
980,7892.404
981,6580.083
982,4006.0625
983,5303.548
984,8041.12
985,5546.038
986,4386.477
987,8698.892
988,6438.647
989,5794.676
990,5940.807
991,5447.991
992,7529.5317
993,7055.97
994,6926.647
995,5547.181
996,5954.8315
997,6477.4043
998,3754.56
999,5869.618
1000,5390.506
1001,8572.88
1002,7522.662
1003,5984.891
1004,11705.231
1005,6099.6934
1006,5213.222
1007,10859.984
1008,7250.317
1009,8483.156
1010,7592.764
1011,4699.7725
1012,6148.081
1013,5426.7886
1014,8045.0864
1015,11888.035
1016,5650.8115
1017,3351.6902
1018,5252.6846
1019,9146.674
1020,8837.53
1021,6259.896
1022,7171.9287
1023,4805.913
1024,5554.0264
1025,3459.1052
1026,5124.5366
1027,5870.038
1028,7444.8516
1029,7092.589
1030,7854.7275
1031,7845.189
1032,8983.86
1033,7594.4736
1034,5212.476
1035,9472.536
1036,11314.499
1037,5909.165
1038,7646.9966
1039,5179.8384
1040,6598.6494
1041,3966.5276
1042,7337.2764
1043,5714.309
1044,9111.662
1045,7042.4956
1046,8228.756
1047,7770.369
1048,5182.0034
1049,9032.99
1050,18625.94
1051,10428.977
1052,5896.598
1053,3016.519
1054,6132.9697
1055,8196.828
1056,5472.224
1057,12703.084
1058,18129.11
1059,4150.0347
1060,5375.718
1061,7728.5195
1062,5705.775
1063,9241.634
1064,6679.1567
1065,7683.105
1066,4744.9116
1067,6574.0103
1068,6267.77
1069,7279.1
1070,9993.536
1071,5881.78
1072,5652.343
1073,6930.586
1074,5275.3193
1075,5205.3413
1076,7683.3325
1077,5679.7104
1078,5715.748
1079,7399.9956
1080,6073.1396
1081,6036.277
1082,7143.6504
1083,7136.7856
1084,8235.272
1085,6703.243
1086,7229.959
1087,5707.114
1088,3888.049
1089,6537.6865
1090,6951.407
1091,6148.163
1092,4394.611
1093,8876.719
1094,7081.942
1095,9258.043
1096,7075.312
1097,5637.245
1098,5170.124
1099,4354.14
1100,9817.251
1101,5070.754
1102,7461.7275
1103,14649.855
1104,7172.2637
1105,6365.104
1106,4995.368
1107,4678.3164
1108,7048.322
1109,3938.1646
1110,5595.5347
1111,10145.197
1112,5242.8486
1113,16931.629
1114,14565.497
1115,4641.078
1116,6857.7993
1117,5995.0156
1118,6670.384
1119,5778.945
1120,10946.117
1121,7738.234
1122,9571.756
1123,4434.099
1124,7311.3584
1125,5079.885
1126,8603.311
1127,6516.476
1128,6055.9653
1129,6103.9365
1130,6109.004
1131,8345.816
1132,9051.143
1133,6011.0938
1134,10378.984
1135,6152.4336
1136,9618.851
1137,5697.552
1138,5457.868
1139,5411.7314
1140,10889.647
1141,5997.292
1142,7280.1206
1143,6773.8535
1144,8975.185
1145,4636.7817
1146,8125.271
1147,6758.261
1148,4006.2764
1149,14810.444
1150,16734.086
1151,7098.4224
1152,7045.358
1153,9355.177
1154,10566.443
1155,11412.778
1156,5516.751
1157,7747.5386
1158,5667.7456
1159,8253.312
1160,4021.2393
1161,6133.9824
1162,5642.9478
1163,5850.7866
1164,7719.3477
1165,5592.7334
1166,4943.44
1167,6965.584
1168,3717.5916
1169,4847.45
1170,6121.719
1171,7258.6333
1172,9192.782
1173,8584.294
1174,7187.3022
1175,5906.5225
1176,5883.895
1177,11495.839
1178,7497.8843
1179,5488.4814
1180,4989.9575
1181,7592.982
1182,4510.128
1183,7187.426
1184,3461.9312
1185,5589.5864
1186,8026.4155
1187,6235.2783
1188,5294.521
1189,8717.771
1190,9282.004
1191,12334.364
1192,5769.1963
1193,8862.448
1194,3049.5273
1195,5314.086
1196,6349.4116
1197,4326.484
1198,8175.006
1199,5182.3887
1200,5077.181
1201,8894.033
1202,11520.842
1203,7859.666
1204,5409.77
1205,4823.3096
1206,9552.876
1207,8283.61
1208,6105.4097
1209,5237.995
1210,6899.04
1211,9725.24
1212,4805.372
1213,6539.7944
1214,7954.6465
1215,8488.182
1216,13141.804
1217,4950.23
1218,14241.221
1219,6594.113
1220,4985.0103
1221,3292.5615
1222,6231.236
1223,6180.7314
1224,5775.374
1225,6773.02
1226,5129.207
1227,4563.9565
1228,7079.166
1229,3588.543
1230,7737.717
1231,7198.732
1232,7730.554
1233,8966.312
1234,5193.201
1235,9004.251
1236,6320.667
1237,5496.938
1238,5762.855
1239,5633.4556
1240,10605.941
1241,6187.19
1242,5150.814
1243,7947.972
1244,8414.861
1245,7230.524
1246,6349.0903
1247,8707.607
1248,5444.838
1249,5859.9736
1250,6308.17
1251,8462.322
1252,6236.355
1253,6131.7534
1254,5741.9937
1255,5031.4434
1256,3931.7646
1257,4930.015
1258,8194.256
1259,8399.736
1260,10448.29
1261,11310.744
1262,7722.617
1263,6124.1377
1264,5040.7534
1265,10661.337
1266,10433.384
1267,7603.8237
1268,8695.185
1269,7982.1284
1270,5989.4033
1271,3894.415
1272,10443.508
1273,7228.331
1274,6572.769
1275,6230.148
1276,3130.1077
1277,11626.59
1278,5798.2417
1279,5490.33
1280,4934.061
1281,5446.136
1282,6385.7373
1283,8858.07
1284,6003.8853
1285,5206.0815
1286,4956.9253
1287,4663.311
1288,3114.295
1289,6786.257
1290,17417.639
1291,4485.3174
1292,5507.802
1293,7222.584
1294,5354.5312
1295,5374.3955
1296,4912.1587
1297,4107.3623
1298,6974.173
1299,6736.849
1300,4204.1113
1301,8649.171
1302,5985.999
1303,4660.5
1304,8554.267
1305,8159.2314
1306,9044.697
1307,5840.354
1308,6782.167
1309,4971.738
1310,4876.477
1311,16043.095
1312,10365.955
1313,6112.9614
1314,5808.017
1315,4643.261
1316,5844.3945
1317,4427.882
1318,9062.502
1319,5215.8135
1320,5590.365
1321,6856.6685
1322,4725.3047
1323,6653.932
1324,7738.839
1325,7150.972
1326,7061.4365
1327,4234.846
1328,5481.931
1329,6661.9907
1330,9208.208
1331,8397.71
1332,6799.072
1333,4730.9106
1334,7745.4253
1335,6217.7524
1336,4384.6616
1337,7083.55
1338,7085.6777
1339,6894.133
1340,6198.2534
1341,6281.6074
1342,6455.2437
1343,5602.6484
1344,6832.6562
1345,6268.8403
1346,6582.588
1347,8818.358
1348,5760.3765
1349,4792.413
1350,11706.995
1351,5982.067
1352,3767.1128
1353,7787.8276
1354,8885.716
1355,10644.888
1356,5018.7227
1357,5766.1206
1358,6125.142
1359,7642.775
1360,5547.8423
1361,8739.351
1362,3304.7551
1363,5895.721
1364,6164.529
1365,5792.664
1366,5188.6406
1367,6993.664
1368,8688.146
1369,5938.292
1370,8487.753
1371,6980.023
1372,8737.691
1373,4689.3027
1374,6640.0415
1375,6684.619
1376,7824.049
1377,8254.13
1378,3798.0828
1379,8696.403
1380,6874.8213
1381,7401.873
1382,4222.1196
1383,3901.796
1384,8321.74
1385,6451.249
1386,8832.727
1387,6632.376
1388,5799.1377
1389,7627.8745
1390,6813.8413
1391,6877.215
1392,8033.8677
1393,6112.413
1394,8752.646
1395,10861.518
1396,7434.9023
1397,4965.0693
1398,5944.299
1399,4187.014
1400,3189.8267
1401,8398.015
1402,5296.1924
1403,8530.671
1404,4627.8076
1405,6135.047
1406,5998.528
1407,10110.027
1408,5371.3154
1409,5232.5566
1410,5850.8257
1411,7652.118
1412,4840.418
1413,7239.647
1414,7435.257
1415,8840.3125
1416,7623.7505
1417,6583.046
1418,5434.7764
1419,4737.793
1420,4680.9414
1421,10762.727
1422,9623.227
1423,6645.947
1424,14775.947
1425,5833.5063
1426,5097.193
1427,6142.7236
1428,8438.257
1429,10381.548
1430,7049.882
1431,8102.4253
1432,8035.148
1433,9622.282
1434,6833.236
1435,5559.104
1436,4884.531
1437,4790.6763
1438,4203.269
1439,5356.238
1440,8530.108
1441,16669.287
1442,7018.878
1443,5292.4004
1444,7688.412
1445,4354.2397
1446,6106.9937
1447,3984.7612
1448,8709.734
1449,6341.8457
1450,6029.659
1451,13338.222
1452,11992.35
1453,5450.112
1454,6783.6875
1455,3844.2068
1456,5420.6846
1457,5427.9175
1458,8220.739
1459,4867.402
1460,4476.2944
1461,5980.64
1462,5378.6616
1463,7156.4443
1464,7085.577
1465,3450.0032
1466,6893.4624
1467,8257.327
1468,7793.5864
1469,5191.6855
1470,4864.352
1471,7993.5107
1472,4805.707
1473,9573.106
1474,4437.3994
1475,4927.7583
1476,6709.9277
1477,5817.831
1478,4877.2866
1479,5887.2017
1480,7168.208
1481,9324.516
1482,9970.373
1483,5469.1143
1484,3794.0996
1485,5754.764
1486,6174.9272
1487,4658.7847
1488,6624.17
1489,5947.651
1490,11262.271
1491,7396.933
1492,6140.2983
1493,8128.4175
1494,4870.6665
1495,8786.003
1496,5810.505
1497,13839.943
1498,6115.7256
1499,5472.0312
1500,5602.4185
1501,4062.1367
1502,7071.9453
1503,18706.53
1504,4736.0894
1505,4542.3975
1506,9779.543
1507,6236.5396
1508,7378.922
1509,7970.3516
1510,6237.1523
1511,5002.1245
1512,4523.3467
1513,9527.19
1514,5956.0815
1515,7175.37
1516,7638.446
1517,4874.2637
1518,7205.21
1519,5775.324
1520,4153.9478
1521,8266.799
1522,8147.17
1523,4737.585
1524,7199.4395
1525,6482.726
1526,4647.0854
1527,8946.545
1528,6017.318
1529,7591.613
1530,4465.296
1531,5095.4673
1532,7162.4673
1533,3864.8342
1534,7573.886
1535,4662.4834
1536,6094.4478
1537,4662.0923
1538,5854.0635
1539,6389.35
1540,6744.706
1541,6757.449
1542,7841.6055
1543,5767.518
1544,7031.971
1545,6480.1294
1546,9410.806
1547,9676.85
1548,6438.5244
1549,3335.3882
1550,5992.6885
1551,7096.7705
1552,4472.5684
1553,11495.236
1554,5472.6836
1555,6476.626
1556,10575.315
1557,6452.843
1558,4416.269
1559,11351.541
1560,9786.624
1561,5196.3726
1562,8992.553
1563,9127.988
1564,5667.08
1565,5431.797
1566,6660.307
1567,5719.309
1568,5986.656
1569,6950.108
1570,4956.897
1571,6316.1533
1572,7219.202
1573,6538.865
1574,8020.768
1575,5872.3735
1576,6394.026
1577,3937.6838
1578,7486.429
1579,6858.0874
1580,5729.061
1581,6622.104
1582,7154.3354
1583,9183.598
1584,5650.9355
1585,5501.412
1586,6087.209
1587,6998.382
1588,6603.579
1589,4449.5176
1590,4315.561
1591,8631.379
1592,7310.954
1593,5732.2207
1594,8082.8657
1595,5818.5024
1596,7345.328
1597,5265.2104
1598,3349.7883
1599,7017.137
1600,6189.906
1601,6616.965
1602,9438.708
1603,8980.57
1604,4900.8657
1605,7603.258
1606,4313.5977
1607,3190.3955
1608,7857.335
1609,12584.306
1610,7589.0938
1611,7029.4634
1612,4761.6787
1613,6650.3096
1614,8976.46
1615,6352.3613
1616,8236.403
1617,5359.8613
1618,4441.588
1619,5410.389
1620,5290.9766
1621,5618.012
1622,5469.052
1623,4831.999
1624,4354.4893
1625,6666.866
1626,7038.5273
1627,5618.848
1628,6042.93
1629,6896.7837
1630,5877.7754
1631,5932.059
1632,8751.8125
1633,7530.609
1634,5410.028
1635,3894.649
1636,11439.217
1637,6127.9414
1638,5741.4404
1639,8546.176
1640,8477.422
1641,7479.3916
1642,5710.119
1643,7204.5024
1644,9616.677
1645,14034.691
1646,5248.9834
1647,4858.013
1648,4922.7363
1649,6222.5225
1650,5296.329
1651,8093.852
1652,8612.908
1653,5857.118
1654,4152.922
1655,5932.0986
1656,7922.8364
1657,4977.935
1658,7390.9736
1659,3957.593
1660,6882.95
1661,8091.9453
1662,7202.5576
1663,9424.594
1664,6289.1553
1665,4486.9434
1666,5909.2046
1667,7330.9033
1668,8544.692
1669,7156.588
1670,7743.003
1671,6179.9595
1672,4546.22
1673,9463.632
1674,4463.052
1675,9822.355
1676,6003.141
1677,4522.199
1678,7066.207
1679,6044.06
1680,7946.01
1681,8392.897
1682,4113.267
1683,4650.9565
1684,8035.9146
1685,8652.521
1686,9829.685
1687,5535.516
1688,5836.3228
1689,6313.726
1690,6244.2417
1691,5600.1636
1692,9611.862
1693,8400.073
1694,11366.124
1695,4444.1475
1696,5866.1646
1697,9796.141
1698,7839.6235
1699,5457.181
1700,10132.036
1701,6484.7666
1702,5563.0137
1703,4891.0913
1704,5202.264
1705,5226.342
1706,6386.2363
1707,5040.075
1708,4886.3345
1709,9095.9375
1710,6441.2393
1711,19359.309
1712,6808.339
1713,4465.9863
1714,8840.886
1715,10840.032
1716,7837.104
1717,8155.037
1718,6478.4795
1719,8079.143
1720,8935.169
1721,6076.3613
1722,6372.333
1723,7148.5176
1724,9336.511
1725,8019.1
1726,9221.084
1727,6872.3228
1728,5462.222
1729,6004.1147
1730,10736.511
1731,11225.917
1732,11939.805
1733,9003.607
1734,5251.232
1735,5903.689
1736,4970.0874
1737,8576.348
1738,12266.171
1739,9913.13
1740,6665.468
1741,5712.4233
1742,4943.4165
1743,6181.6807
1744,11509.333
1745,7131.2607
1746,5123.5156
1747,6069.7925
1748,8319.178
1749,4033.3481
1750,8387.665
1751,4685.323
1752,6759.9634
1753,7124.5234
1754,5813.022
1755,8328.021
1756,7856.2935
1757,5744.771
1758,7926.412
1759,7264.5903
1760,11819.265
1761,6024.2495
1762,9469.654
1763,6717.4326
1764,9830.772
1765,7165.3374
1766,11010.638
1767,5690.5728
1768,5630.098
1769,6924.6655
1770,5850.167
1771,9802.394
1772,8346.119
1773,6478.838
1774,7838.2773
1775,7508.211
1776,10894.676
1777,4300.894
1778,14675.769
1779,5520.3984
1780,6988.103
1781,9275.729
